Name,Link,Twiter,Facebook,Instagram,Youtube,Description,LastUpdate,Location,Year Publishing,Language,Content
ZackZack,https://zackzack.at/,https://twitter.com/RedaktionZack?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.facebook.com/zackzack.at/,https://www.instagram.com/zackzack.at/,https://www.youtube.com/c/ZackZack1,"Committed to media diversity, the independence of the press, and civic education, ZackZack addresses audiences interested in critical and investigative reporting on politics, the media, and the country's economic elite. By echoing tabloid-style elements, the media outlet consciously aims to reach readers with limited education.
After being founded in 2019, the media outlet has quickly grown and become known for its critical reporting. With 5.7% of Austrians sourcing news information on ZackZack (Digital News Report Network Austria 2022), in 2022, it became the second most popular alternative online media outlet in the country.
The company behind ZackZack is Zack Media GmbH. Most of the company's shares are owned by the Bildungsverein offene Gesellschaft, a nonprofit association promoting civic and cultural education.
Zack Media GmbH generates revenue through advertising and campaigns, corporate partnerships, digital corporate publishing, online magazines, video production, storytelling, and social media. Confronted with several strategic lawsuits against the media over the years, ZackZack has asked for donations to help the media outlet prepare for its defence.",22-Dec,"Vienna, Austria",2019,German,"Entertainment and culture, Economy and business, Education, Politics, Society and human rights"
Geschichten aus der Geschichte,https://www.geschichte.fm/,https://twitter.com/GeschichteFM,https://www.facebook.com/geschichte.fm,,,"Geschichten aus der Geschichte (in English: Story from History) is a German-language weekly podcast produced by two historians, Richard Hemmer (Austria) and Daniel Meßner (Germany). In each episode, they tell each other a ""story from history"", revisiting surprising and forgotten historical events or personalities, and exploring what historians know about them today. The show's concept is that one of the two hosts prepares a specific historical topic from any geographic region and historical era, while the other never knows what the first will tell him.
The podcast's website is an archive that includes more than 370 episodes recorded since the podcast launched in October 2015. It also provides a platform for people passionate about history, with documents and recommendations, including a map of all the geographical areas covered by their podcast.
An essential part of the podcast is the relationship and interaction with its audience; that's why each episode considers feedback from listeners, including details about historical facts and pronunciation. They produce a monthly episode offering in-depth feedback, including crowd-sourced information from the audience and other historians.
According to Apple and Podtail podcast data, as of October 2022, Geschichten aus der Geschichte is among the most popular podcasts in Austria (ranked fourth), Germany (eighth) and Switzerland (12th).
GeschichteFM GmbH, a Vienna-based company, produces the podcast. Revenues are generated through direct advertising, monthly subscriptions, donations, and merchandise sales.",22-Dec,"Vienna, Austria",2015,German,
Die Tagespresse,https://dietagespresse.com/,https://twitter.com/dietagespresse?lang=en,https://www.facebook.com/DieTagespresse,https://www.instagram.com/dietagespresse/?hl=en,,"In 2018, the media outlet introduced a subscription model and a paywall. A subscription gives readers unlimited access to all publications, an exclusive monthly briefing, and premium offers. Die Tagespresse doesn't use advertisements or subsidies from public or private donors.
In January 2022, the media outlet exceeded 10,000 subscriptions (Der Standard) and is now the country's first alternative news source (Digital News Report Network Austria 2022).
It was founded in 2013, inspired by other satirical online media, such as The Onion (US) and Der Postillon (Germany). The media outlet's founder and editor-in-chief, Fritz Jergitsch, has won several prizes across cabaret, entertainment, and journalism.",22-Dec,"Vienna, Austria",2013,German,"Sports, Economy and business, Environment, Politics, Society and human rights"
Vorlaut,https://www.instagram.com/vorlautkollektiv/,https://twitter.com/vorlautkllktv,,https://www.instagram.com/vorlautkollektiv/?hl=en,https://www.youtube.com/channel/UC9MP0QceFUOjjjxoe0fC9GQ,"Vorlaut is a young journalism publication in Vienna producing short videos on social media. It aims to highlight the voice of young, feminist, and inclusive perspectives, on social realities and issues often underrepresented in the Austrian media industry. Vorlaut means “overloud and forward” and the team ""rebels against being silenced"". It seeks to contribute to public debate and cover realities and lived experiences that are otherwise underrepresented.
The content produced takes new and innovative forms, speaks to young audiences in and beyond Austria, and is primarily published on social media (Instagram, TikTok, and YouTube). Since March 2022, the team has also produced content through its channel on the web television okto.tv/vorlaut-kollektiv, a non-commercial broadcasting platform financed through subsidies and public funding.
Founded in 2021, Vorlaut depends on voluntary work and functions on a tight budget but aims to develop its organisation and content in the upcoming years.
Addressing current political events and social issues from a personal point of view and with a clear anti-discrimination stance, some of its videos have had great success on social media, with the most popular videos generating up to 115,200 views on TikTok and 31,100 views on Instagram.",22-Dec,"Vienna, Austria",2021,German,"Entertainment and culture, Law and crime, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice"
Andererseits,https://andererseits.org/,https://twitter.com/andererseits11,https://www.facebook.com/redaktionandererseits,https://www.instagram.com/redaktionandererseits/,,"Andererseits (in English: On the Other Hand/Side) is the first Austrian media outlet where journalists with and without disabilities work together and offer more diverse perspectives on the world. The team aims to make all aspects of journalistic content production — from text to graphics, research to video production — as inclusive as possible.
For example, someone with a journalism or graphic design background works with someone who has never before had access to journalism practices. Depending on individual needs, the editors provide support throughout the research, writing, and production process. All journalists follow the editorial guidelines, which reflect the organisation's commitment to inclusion.
Katharina Brunner, Katharina Kropshofer, and Clara Porák founded the media outlet in 2020. However, until a successful crowdfunding campaign in 2022, all editors worked voluntarily. Since then, the media house Andererseit was established, publishing the magazine and the website which both have grown, professionalised and created the first paid positions.
Andererseit is committed to transparency and works closely with a nonprofit association also called Andererseits to promote inclusive journalism. Jointly, they offer journalism training. It is an independent organisation without affiliations to political parties or religious communities and has no major investors.
Today, most of its revenue comes from the community. Additional funds have been acquired through grants from foundations and corporate partnerships to cover remaining financial needs. In the future, Andererseits hopes to increase revenues through more audience support, public and philanthropic funding, and editorially independent sponsorships.",22-Dec,"Vienna, Austria",2020,German,"Economy and business, Journalism industry, Education, Environment, Politics, Health and well-being, Society and human rights, Feminism, Ethnic minorities, DEIA: Diversity, equity, inclusion and accessibility, Migration"
Moment Magazine,https://www.moment.at/,https://twitter.com/moment_magazin,https://www.facebook.com/momentat/,https://www.instagram.com/moment_magazin/,https://www.youtube.com/channel/UCY10hAZLrynOVE2S2lsurgA,"Moment Magazine is an independent digital media outlet committed to the democratic principle that information and understanding are necessary for citizens' political participation. By offering ""independent, innovative and, above all, understandable"" journalism, Moment Magazine aims to research, develop, and disseminate concrete, constructive suggestions for a sustainable and fairer society. With a focus on economic topics, the media outlet illustrates and explains politics and highlights the voice of those affected by political decisions. In short, ""it shows perspectives that are otherwise neglected and speaks with people, not about them"".
While articles, interviews, reports, opinions, and podcasts are primarily published on the magazine's website, it also disseminates content through a newsletter and messaging services (Telegram) and adapts them for social media audiences (Facebook, Twitter, Instagram, Youtube and Tiktok).
Moment Magazine was developed by Momentum Institute, a think tank founded in 2019 to conduct research in the interest of most of the population, independent of political parties and corporate lobbies. The institute’s economists prepare and publish in-depth analyses of various topics, such as budget policy, climate protection, and the labour market.
Moment Magazine works with a large number of volunteer employees and relies on the financial support of donors and partners.",22-Dec,"Vienna, Austria",2019,German,"Science, Economy and business, Economy and finance, Education, Law and crime, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration"
Mešanec,https://mesanec.si/,,,,,"According to its mission, Mešanec's aim is ""challenging and dismantling hierarchical systems of power and exploitation"", particularly regarding gender, race, and other social issues.
For dissemination, Mešanec relies on its website and a newsletter. As part of its editorial policy, it has no social media presence. It also does not follow the traffic and reach of its stories, as the team feels that this information could harm its mission of ""contributing to the community"", and it focuses on stories vital to the public interest but not necessarily popular among readers.
Mešanec publishes predominately in the Slovenian language and focuses on long-form articles on national and international stories, particularly from the Balkans.
As of 2022, Mešanec is still in the ""grassroots"" phase, as it relies on the volunteer work of its contributors and editors. Sometimes, the project gets a bit of funding through individual and small donations. The project does not accept advertisements but is open to initiatives and collaborations with people and organisations that share its core values.",23-Jan,"Ljubljana, Slovenia",2020,Slovenian,"Science, Entertainment and culture, Lifestyle, Law and crime, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice"
Neodvisni,https://www.neodvisni.art/,https://twitter.com/neodvisni,https://www.facebook.com/profile.php?id=100063484569189,https://www.instagram.com/neodvisni.art/,,"Established in 2019, Neodvisni (in English: the Independent) is an outlet reporting and informing the public on contemporary performing arts, particularly in independent productions. It primarily publishes critical reviews.
The contemporary performing arts that it covers encompass a wide range of performative artistic practices (theatre, dance, intermedia) and other areas of artistic creation (music, visual, experimental).
This aspect of contemporary performing arts production is often outside the state institutional network, and is produced by NGOs as opposed to state and municipal institutions. It is therefore subjected to more unstable economic conditions and, as a result, is covered less systematically by the media.
Apart from reviews, Neodvisni publishes information about upcoming events and, to a lesser degree, interviews and
long-form articles on theory and theatre.
As stated on its website, the outlet's mission is ""to introduce young authors in the field of reflection, documenting and archiving contemporary production"".
Neodvisni commissions a wide variety of freelance writers. Each contribution is subjected to an editorial process, and the authors have a short biography on the platform. One of the goals of Neodvisni is to establish a database of authors in Slovenia who write about contemporary performing arts.
The outlet's audience is the general public interested in culture and arts, while the more in-depth approach to the topic makes the publication an essential source of information for researchers, students, and artists.
Neodvisni is financed through grants from the Slovenian ministry of culture, and collaborations with other NGOs and media in the form of training or consultancy work.",,"Ljubljana, Slovenia",2019,Slovenian,"Entertainment and culture, Education, Lifestyle, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration"
Danes je nov dan,https://danesjenovdan.si/,https://twitter.com/danesjenovdan?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,https://www.facebook.com/danesjenovdan/,https://www.instagram.com/danesjenovdan/,,"Danes je nov dan - DJND was established in 2013. It is an example of experimental ""digital new media"", as it uses specific strengths and tools of the internet to create interactive and participatory projects, informing the public in ways that would not be possible on traditional media platforms.
The outlet produces content such as informative video games, interactive tools for crowdsourcing information on a specific topic, and tools for more transparent monitoring of the legislative process, among others.
DNJD employs a combination of content production, marketing and technological skills, academic research, and insights into social movements to communicate essential social and ethical issues. It aims to include the audience in the story to address relevant public problems and current events, including hate speech, environment, minority rights, inequality, and accessibility.
DNJD also produces more traditional media genres such as Agrument, a daily written commentary of 1,000 characters on the national media industry that draw attention to the hidden sides of big stories, highlights small but significant incidents, monitors independent media, and looks into the political backstage.
The newsroom emphasises that the information and interpretations are thoroughly checked by investigating the small print, highlighting the footnotes, and decrypting brackets, functions and other socio-political mathematics.
The team has launched over 100 digital projects, often in partnership with other NGOs or individuals, whether in the form of short daily commentary, long-form research-based information, books, reports, collaborative journalism, interactive websites, web-based platforms, and even video games.
DNJD have received awards within the Slovenia designer/developer community, including the Brumen Award for its digital products in 2017. In 2019, it received the status of organisation of public interest from the Slovenian government.",23-Jan,"Ljubljana, Slovenia",2013,"English, Slovenian","Science, Entertainment and culture, Economy and business, Economy and finance, Journalism industry, Education, Lifestyle, Law and crime, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice, Technology"
Refresher,https://refresher.sk/,,https://www.facebook.com/refresher.sk,https://www.instagram.com/refreshersk/,https://www.youtube.com/c/REFRESHERSKCZ,"Refresher is a news and lifestyle media outlet aiming to educate, entertain, and inform a young audience, making their picture of the world less black and white.
They claim to be the voice of the modern generation. The team is open-minded, progressive, and environmentally-friendly, with values that include tolerance, truth, non-violence, ecology, sustainability, and support for local businesses and artists.
The newsroom publishes news, features, interviews, and opinion pieces across politics, business, culture, technology, fashion, gastronomy, and sports.
Furthermore, the newsroom reviews products and publishes general news on essential topics. Refresher offers quality journalism by several respected journalists in the newsroom or by external collaborators.
Refresher has grown significantly in recent years, especially in terms of employees but also in audience and quality.",23-Jan,"Bratislava, Slovakia",2013,"English, Slovak, Czech, Hungarian","Science, Entertainment and culture, Sports, Economy and business, Entrepreneurship, Economy and finance, Journalism industry, Education, Lifestyle, Law and crime, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice, Technology"
Parameter.sk,https://parameter.sk/,https://twitter.com/parameter_sk,https://www.facebook.com/parameter.sk,https://www.instagram.com/parameter.sk/?hl=en,https://www.youtube.com/c/parametervideo/,"Parameter.sk is a media outlet publishing information in the Hungarian language, aimed at the Hungarian minority in Slovakia. It focuses on the southern area of Slovakia, inhabited by Hungarians. The majority of the readers are from this region.
Parameter.sk is the only independent online news source for Slovak-Hungarians; all other sources are politically biased and connected to financing from the Hungarian government, or a by-product of a daily newspaper.
It is vital and imperative to have an independent news source that is not pro-Orbán propaganda since the majority of official media in Hungary (such as Hungarian public television, also watched in Slovak Hungarian households) are politically captured by Orbán or his allies, and their content is more propaganda than journalism.
Parameter.sk has faced threats from radical Orbán fans.
The newsroom is based in Dunajská Streda, one of the centres of the Hungarian-speaking minority.",23-Jan,"Dunajská Streda, Slovakia",2007,"Hungarian, Slovak","Science, Entertainment and culture, Sports, Economy and business, Entrepreneurship, Lifestyle, Law and crime, Politics, Health and well-being, Society and human rights, Gender, Ethnic minorities, Refugees, Migration"
Euractiv.sk,https://euractiv.sk/,https://twitter.com/euractivsk,,,,"Euractiv.sk is an EU news and policy media outlet focusing on public policy and its actors in Slovakia. In addition to news offerings, it is also a media outlet providing space for stakeholders' debates. Euractiv.sk is part of the Euractiv media network, which is present in more than 15 countries across Europe.
Its motto is: ""European Union in Slovak context."" Euractiv.sk's qualified contributors offer knowledgeable insights into European policies, up-to-date information, and in-depth analysis of current events in the EU (Commission or countries). Some of its contributors are experts in particular countries, and they also analyse or give opinions on politics in these countries for other media outlets.
Euractiv.sk covers many topics that do not get enough coverage in other Slovak media outlets, as commercial media in Slovakia do not focus on international or European news. There is a general lack of interest in this kind of content among the Slovak audience, which is also confirmed by Euractiv.sk's reach.",23-Jan,"Bratislava, Slovakia",2003,Slovak,"Science, Economy and business, Entrepreneurship, Economy and finance, Environment, Politics, Society and human rights, Gender, LGBTIQ+, Ethnic minorities, Refugees, Migration"
Aktuality.sk,https://www.aktuality.sk/,https://twitter.com/Aktualitysk,https://www.facebook.com/Aktuality.sk,https://www.instagram.com/aktuality_sk/,https://www.youtube.com/channel/UC2lCFhJIC4adt_oP1dwSOVg,"Aktuality.sk is one of the leading Slovakian digital media outlets and an information source for the average Slovak.
The outlet aims to be the primary general news source for everyone, regardless of political affiliation. However, all recent Slovak governments have repeatedly attacked the newsroom, mostly verbally; international organisations such as Reporters without Borders have criticised Slovak politicians for those attacks.
The outlet has recently entered the publishing industry, mostly publishing books by in-house journalists, such as journalists specialised in organised crime or politics. Its investigative unit is the largest in the Slovak media industry and cooperates with international investigative networks, such as the Organized Crime and Corruption Reporting Project.
Aktuality.sk's reporter and investigative journalist Ján Kuciak (17 May 1990 – 21 February 2018) was killed along with his fiancée, Martina Kušnírová, in their home in Slovakia. The murder was ordered by a Slovak businessman, the subject of Kuciak's investigations and articles. Kuciak was the first journalist murdered in Slovakia since the country's independence, and the murder provoked public outrage and a political crisis.",23-Jan,"Bratislava, Slovakia",2005,"English, Slovak","Science, Entertainment and culture, Sports, Economy and business, Entrepreneurship, Economy and finance, Journalism industry, Lifestyle, Law and crime, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice, Technology"
Dobré noviny,https://www.dobrenoviny.sk/,https://twitter.com/dobrenoviny,https://www.facebook.com/DobreNoviny,https://www.instagram.com/dobrenoviny/,https://www.youtube.com/user/DobreNoviny,"Dobré noviny publishes positive news on current events, the economy, sports, and culture from Slovakia and the world, avoiding violence and negative information from politics.
The newsroom combats the everyday negativity of news by publishing positive information and stories. The team has grown significantly and started a regional radio broadcasting focused on good news.
However, the website is still, by far, its most important project.",23-Jan,"Bratislava, Slovakia",2012,Slovak,"Science, Entertainment and culture, Sports, Economy and business, Entrepreneurship, Education, Lifestyle, Environment, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, Technology"
Centar za istraživačko novinarstvo Srbije (CINS),https://www.cins.rs/,https://twitter.com/CINSerbia,https://www.facebook.com/cinserbia,https://www.instagram.com/cins.rs/,https://www.youtube.com/user/CINSrbija,"Centar za istraživačko novinarstvo Srbije (CINS) is a non-profit and non-governmental media outlet committed to investigative journalism. CINS aims to contribute to the fight against corruption in Serbia through journalism. Its mission is to publish evidence-based stories so that citizens can be part of everyday conversations and make informed personal decisions. CINS covers topics relevant to Serbian citizens, including corruption and abuses of power in politics, media, justice, the economy and the environment.
The media outlet was established in 2007 by Nezavisno udruženje novinara Srbije (in English: Independent Journalists Association of Serbia).
In 2012, CINS became an independent legal entity, and it is registered as a foundation within the Serbian Business Registers Agency. CINS recognises the authority of the Press Council of Serbia, a self-regulatory body that oversees the implementation of the Code of Journalists of Serbia.
It is a member of the Global Investigative Journalism Network (GIJN) and of the Organized Crime and Corruption Reporting Project (OCCRP). Nationally, it is also a member of the Serbian coalition of civil society organisations prEUgovor, which oversees the implementation of policies related to justice and fundamental rights, freedom and security, and proposes measures to improve the situation in the country. In 2022, CINS was the first media outlet outside the European Union to join the European Data Journalism Network (EDJNet).
The newsroom won numerous journalism awards, including the European Press Prize in 2017, the Anthony Lewis Award in 2017, and the European Union's Investigative Journalism Award in 2017, 2019 and 2021, as well as several awards for ethics and courage in journalism.",23-Jan,"Belgrade, Serbia",2007,"English, Serbian","Economy and business, Economy and finance, Journalism industry, Education, Law and crime, Environment, Politics, Society and human rights, Gender, LGBTIQ+"
Mašina,https://www.masina.rs/,https://twitter.com/MasinaRS,https://www.facebook.com/masinars,https://www.instagram.com/masina.rs/,https://www.youtube.com/c/PortalMa%C5%A1ina,"Mašina is a Serbian media outlet that publishes information about society, labour rights and labour movements, women's rights, the environment, politics and culture. As a ""space for the production of social criticism"", which is its slogan, it fosters a critical approach to information and research on topics of importance to citizens that go beyond the daily news. ""Mašina was created with the aim of encouraging critical journalism,"" says editor András Juhász.
The outlet was founded in 2014 by the Kontekst association as a result of its project Kritička mašina (in Serbian: Critical Machine), which, through a series of educational events, such as seminars and debates, aimed to contribute to critical questioning of social and political events in Serbia. The Kontekst association nurtures critical and political action through contemporary art and culture.
Mašina publishes information primarily in Serbian, although part of it is translated into English, and uses social media platforms such as Facebook, Twitter, Instagram and YouTube to promote its content, build relationships with the audience, and direct traffic to its main plataform, i.e. its website.
Mašina's work is financed mainly by grants.",January 2023c,"Belgrade, Serbia",2014,"English, Serbian","Science, Entertainment and culture, Economy and business, Economy and finance, Education, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration"
Južne vesti,https://www.juznevesti.com/,https://twitter.com/juznevesti,https://www.facebook.com/juznevesti,https://www.instagram.com/juznevesti/,https://www.youtube.com/user/juznevesti,"Južne vesti reports on politics, society, economy, sports and culture in southern Serbia. It was founded in 2009 by Simplicity d.o.o., a company based in Niš. Simplicity d.o.o. specialises in web development, design and visual arts, as well as online marketing.
In 2018, the media organisation and portal 021 from Novi Sad, in northern Serbia, partnered with the BBC. ""The informational portal 021 is mainly aimed at the audience in the northern Serbian province of Vojvodina, while the service of Južne vesti is directed towards the south of the country. The independent and objective content of both portals follows an editorial policy that is in line with the editorial standards of the BBC,"" the BBC News Serbian Service wrote on its website.
Južne vesti is a member of Lokal Press, a Serbian association of local independent media that advocates for freedom of speech and supports local media that publish news of public interest. It is also a member of the Asocijacija nezavisnih elektronskih medija – ANEM (in English: Association of Independent Electronic Media), which supports freedom of expression and protects the interests of its members. Južne vesti is one of the founders of the Asocijacija onlajn medija – AOM (in English: Association of Online Media of Serbia).
The portal is financed mainly through international grants and advertising. In 2021, it added another source of revenue: the Vajdica.be's webshop, which sells T-shirts with illustrations of places and personalities associated with the city of Niš.",23-Jan,"Niš, Serbia",2009,Serbian,"Science, Entertainment and culture, Sports, Economy and business, Entrepreneurship, Economy and finance, Education, Lifestyle, Law and crime, Environment, Politics, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice, Technology"
SEEcult.org,http://www.seecult.org/,https://twitter.com/SEEcult,https://www.facebook.com/seecult,https://www.instagram.com/seecult/,https://www.youtube.com/channel/UCGwS53JKuUukmiCI4HCvjGQ,"SEEcult.org is a media organisation founded in 2003 by the Belgrade association SEEcult.org. The outlet focuses on reporting on cultural policies, culture and art in Serbia and other countries in southeastern Europe. It also publishes news, interviews, and contemporary art reviews from southeastern European countries and other parts of the world.
SEEcult.org is a media partner of relevant cultural institutions and events in Serbia, such as Dom omladine Beograda (in English: Belgrade Youth Centre), the Belgrade International Theatre Festival (BITEF) and the European Film Festival Palić in Subotica. It has collaborated with numerous media and cultural associations to improve and advance reporting on culture and art.
Serbian technology magazine PC Press named it the best culture-related website in Serbia in 2009, 2010, 2011, and 2012. At Web Fest, an international festival of internet sites, it was selected as the best site in the Culture / Art category in southeastern Europe in 2012. SEEcult.org was the recipient of the UN-supported World Summit Award in 2013. SEEcult.org also won the 2020 Tanja Petrović Foundation's award for its exceptional contribution to increasing and raising awareness of culture and art in the media.
In addition to the media outlet, the SEEcult.org association has implemented many projects related to contemporary visual arts, cultural policy, education, and critical perception of culture and art.",23-Jan,"Belgrade, Serbia",2003,"English, Serbian, German","Science, Entertainment and culture, Education, Lifestyle, Environment, Politics, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, Technology"
Magločistač,https://www.maglocistac.rs/,https://twitter.com/maglocistac,https://www.facebook.com/maglocistac/,https://www.instagram.com/maglocistac/,https://www.youtube.com/channel/UCkuX_ncq3no8u2EeWrfefQg,"Magločistač is a publication from Subotica founded in 2015 by the Centar građanskih vrednosti (in English: Centre of Civic Values), a local civil society organisation.
According to the team, its mission is to publish information of public interest ""because we believe that only well-informed citizens can make informed decisions"".
The outlet, whose name in English translates as Fog Cleaner, works under the slogan ""Because questions clear the fog"". It is guided by the values of freedom of speech and expression, freedom of assembly and association, media pluralism, dialogue, multiculturalism and interculturalism, anti-fascism, gender equality, the right to self-determination, and respect for human and minority rights.
Magločistač reports on politics, social issues, business and culture from a local perspective. In 2021, the newsroom began intensive coverage of the cultural heritage of the city of Subotica.
The two primary sources of revenue are international grants and consulting services for non-profit associations, such as running media campaigns.",23-Jan,"Subotica, Serbia",2015,"Serbian, Croatian, Hungarian","Entertainment and culture, Economy and business, Entrepreneurship, Education, Law and crime, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice"
Scena9,https://www.scena9.ro/,,https://www.facebook.com/scenanoua,https://www.instagram.com/scena_9/,,"Scena9 is an online platform primarily dedicated to the Romanian cultural industry, covering books, films, music, theatre, media and the digital world, and visual arts. It publishes information, interviews with Romanian and foreign personalities, features, reviews, and opinion pieces. In addition, it produces videos and podcasts about current events in the cultural sector and relevant trends.
The organisation aims to create a dialogue between cultural and artistic expressions that do not often converge. It reports on and curates cultural phenomena while balancing high and low cultures.
It keeps the audience updated with emerging creators and artists across various artistic fields, following their projects and trajectories.
It also publishes stories on the environment, education, science, history, philosophy, work, lifestyle and family.
In 2018, Scene9 launched a print version of the magazine.
Scena9 is part of a BRD-Groupe Société Générale bank (BRD) initiative to support journalism and culture.",23-Jan,"Bucharest, Romania",2016,"English, Romanian","Entertainment and culture, Lifestyle, Society and human rights"
Casa Jurnalistului,https://casajurnalistului.ro/,,,,,"Casa Jurnalistului (in English: Journalist's House) is a collective of independent reporters based in Bucharest. The newsroom publishes primarily in-depth feature stories about social issues in Eastern Europe.
The media outlet also publishes analysis and fact-checking on its Instagram and Telegram channels, which grew exponentially when the Russian invasion of Ukraine began.
The team had a shared house where they lived, worked and organised events for their readers, who supported the organisation through donations. However, the physical location of Casa Jurnalistului does not exist anymore. The newsroom activity has been considerably reduced as journalists leave due to the lack of financial stability and tension between the members.",23-Jan,"Bughea de Jos, Romania",2012,"English, Romanian","Law and crime, Politics, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, Religious minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice"
"Gen, stiri",https://www.instagram.com/genstiri/,,,https://www.instagram.com/genstiri/?hl=en,https://www.youtube.com/channel/UCprWrCTHpEs1cIz_EQv7XMg,"Gen, stiri is a news channel created by young people, targeting Romanian-speaking youth. The channel communicates through social media platforms such as Instagram and TikTok. The team analyses, explains and depicts events informally and engagingly so youngsters can easily grasp information.
Following the development of the Russian war against Ukraine, the project expanded and became a platform for youth from Romania and Moldova to find information and check facts. Coordinated from Romania and working with Moldovan and Ukrainian correspondents, the project covers the news through real stories from Ukrainian teenagers.
Its primary goal is to debunk disinformation and promote fact-checking among the young generation in Romania and Moldova.",23-Jan,"Bucharest, Romania",2021,"English, Romanian","Science, Entertainment and culture, Sports, Economy and business, Education, Law and crime, Environment, Politics, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+, Ethnic minorities, DEIA: Diversity, equity, inclusion and accessibility, Refugees, Migration, War crimes and transitional justice, Technology"
Patratul Rosu,https://soundcloud.com/patratul-rosu-podcast,,,,https://www.youtube.com/c/PatratulRosu,"Patratul Rosu (in English: Red Square) is the first Romanian podcast on sex education. Its goal is to establish a safe space where listeners can learn all the relevant, necessary and helpful information about intercourse, relationships, gender, a healthy sex life, STDs, sexual stereotypes, insecurities, psychology, and more.
Sex, and most of the topics around it, is considered taboo in Romania. The consequences are a lack of knowledge and, therefore, a lack of critical thinking and judgment needed to make decisions and enjoy a healthy sexual life. The podcast aims to compensate for the absence of information, discussions and conversations about sex by providing a better understanding and knowledge of this essential part of people's lives.
The hosts are Dana Alecu and Răzvan Băltărețu, two journalists currently working for VICE Romania. Dana Alecu is the Web Content & Social Media Manager at VICE Romania, and Răzvan Băltărețu is the editor-in-chief at VICE Romania.",23-Jan,"Bucharest, Romania",2019,Romanian,"Education, Health and well-being, Society and human rights, Gender, Feminism, LGBTIQ+"
Mindcraft Stories,http://mindcraftstories.ro/,,https://www.facebook.com/mindcraftstories,https://www.instagram.com/mindcraft.stories/,https://www.youtube.com/channel/UC73nMPnPKguEsC8SkApnIXw,"Mindcraft Stories covers and publishes information on the latest developments in technology and scientific research. The organisation aims to contextualise, explain, and show its audience the connection between scientific and technological advances and their impact on society, business, and culture.
The newsroom uses accessible language to bring science and technology close to the public and spotlight the people spearheading these developments.
Mindcraft Stories is part of an initiative by BRD (BRD–Groupe Société Générale bank) to support journalism in Romania. The media organisation is exclusively funded by BRD but has complete editorial independence.",23-Jan,"Bucharest, Romania",2019,Romanian,"Science, Entertainment and culture, Environment, Technology"
